Freq(Hz),S21(DB),S21(DEG),"""a1,1""(DB)","""a1,1""(DEG)","""b2,1""(DB)","""b2,1""(DEG)"
4875000000,-52.365883,123.74088,16.669964,-97.954514,-35.695919,25.786373
4880000000,-50.658978,-169.73114,16.666418,-98.449432,-33.992558,91.81942
4885000000,-42.280865,138.35275,16.658199,-98.846306,-25.622663,39.506439
4890000000,-43.469898,98.054237,16.663177,-99.2351,-26.806723,-1.1808697
4895000000,-46.15741,78.572144,16.663254,-99.743546,-29.49416,-21.17141
4900000000,-44.253067,84.582977,16.667585,-100.26358,-27.58548,-15.680598
4905000000,-41.515514,45.68042,16.66168,-100.75464,-24.853836,-55.074219
4910000000,-42.060326,5.8868394,16.650562,-101.36224,-25.409765,-95.475395
4915000000,-47.61792,-9.5943203,16.644293,-101.90176,-30.973627,-111.49609
4920000000,-43.823135,2.8136497,16.638971,-102.46282,-27.184164,-99.649178
4925000000,-43.032372,-34.826057,16.626215,-102.9425,-26.406158,-137.76855
4930000000,-44.141258,-53.966721,16.613268,-103.50767,-27.527988,-157.4744
4935000000,-42.578197,-79.603996,16.601383,-103.96277,-25.976812,176.43324
4940000000,-44.984013,-98.209564,16.58757,-104.5342,-28.396442,157.25624
4945000000,-43.208088,-102.28953,16.569761,-105.06179,-26.638325,152.64868
4950000000,-41.380333,-131.99359,16.561884,-105.37358,-24.818451,122.63284
4955000000,-39.614124,-170.29762,16.564692,-105.98277,-23.049431,83.719612
4960000000,-41.199326,142.16168,16.552721,-106.34158,-24.646603,35.820107
4965000000,-44.251671,101.99799,16.550123,-106.74327,-27.701548,-4.7452793
4970000000,-52.799267,141.30812,16.556087,-107.06905,-36.243179,34.239067
4975000000,-43.47398,97.56208,16.565248,-107.63459,-26.908728,-10.072506
4980000000,-44.678135,42.674164,16.562357,-108.06875,-28.115776,-65.394585
4985000000,-46.740078,42.44455,16.561174,-108.46735,-30.178904,-66.022812
4990000000,-42.836308,8.673913,16.567942,-108.92259,-26.268368,-100.24868
4995000000,-42.75211,-38.969776,16.574364,-109.32968,-26.177746,-148.29945
5000000000,-45.060131,-100.18967,16.582314,-109.66702,-28.477816,150.14331
END,,,,,,
